Skill tree,Skill tree id,Branch name,Branch id,Step,Exercise,Exercise id,Difficulty,Previous node,Previous node id,Prerequisite ids,Shared foundation,Movement pattern,Measured in,Tree order
Core,core,Ab Wheel,ab_wheel,3,1 Arm 1 Leg Plank,core_one_arm_one_leg_plank,3,60s Plank,core_plank_60s,core_plank_60s,no,Core,seconds,2
Core,core,Ab Wheel,ab_wheel,4,Knees Ab Wheel,core_ab_wheel_kneeling,3,1 Arm 1 Leg Plank,core_one_arm_one_leg_plank,core_one_arm_one_leg_plank,no,Core,reps,3
Core,core,Ab Wheel,ab_wheel,5,Ab Wheel Eccentric,core_ab_wheel_eccentric,4,Knees Ab Wheel,core_ab_wheel_kneeling,core_ab_wheel_kneeling,no,Core,reps,4
Core,core,Ab Wheel,ab_wheel,6,Full Ab Wheel,core_ab_wheel_standing,4,Ab Wheel Eccentric,core_ab_wheel_eccentric,core_ab_wheel_eccentric,no,Core,reps,5
Core,core,Leg Raises,leg_raises,1,Lying Knee Raise,core_lying_knee_raises,1,,,,no,Core,reps,0
Core,core,Leg Raises,leg_raises,2,Lying Bent-Leg Raise,core_bent_leg_lying_leg_raises,1,Lying Knee Raise,core_lying_knee_raises,core_lying_knee_raises,no,Core,reps,1
Core,core,Leg Raises,leg_raises,3,Lying Straight-Leg Raise,core_straight_leg_lying_leg_raises,2,Lying Bent-Leg Raise,core_bent_leg_lying_leg_raises,core_bent_leg_lying_leg_raises,no,Core,reps,2
Core,core,Leg Raises,leg_raises,4,Hanging Knee Raise,core_hanging_knee_raises,3,Lying Straight-Leg Raise,core_straight_leg_lying_leg_raises,core_straight_leg_lying_leg_raises,no,Core,reps,3
Core,core,Leg Raises,leg_raises,5,Hanging Bent-Leg Raise,core_bent_leg_hanging_leg_raises,4,Hanging Knee Raise,core_hanging_knee_raises,core_hanging_knee_raises,no,Core,reps,4
Core,core,Leg Raises,leg_raises,6,Hanging Straight-Leg Raise,core_straight_leg_hanging_leg_raises,5,Hanging Bent-Leg Raise,core_bent_leg_hanging_leg_raises,core_bent_leg_hanging_leg_raises,no,Core,reps,5
Muscle-up,muscle_up,Main,main,1,False Grip Pull-Up,muscle_up_false_grip_pull_ups,3,,,,no,Vertical Pull,reps,0
Muscle-up,muscle_up,Main,main,2,Muscle Up Negatives,muscle_up_muscle_up_negatives,4,False Grip Pull-Up,muscle_up_false_grip_pull_ups,muscle_up_false_grip_pull_ups,no,Vertical Pull,reps,1
Muscle-up,muscle_up,Main,main,3,Kipping Muscle Up,muscle_up_kipping_muscle_up,4,Muscle Up Negatives,muscle_up_muscle_up_negatives,muscle_up_muscle_up_negatives,no,Vertical Pull,reps,2
Muscle-up,muscle_up,Main,main,4,Muscle-up,muscle_up_muscle_up,5,Kipping Muscle Up,muscle_up_kipping_muscle_up,muscle_up_kipping_muscle_up,no,Vertical Pull,reps,3
Handstand Pushups,handstand_pushups,Main,main,1,Pike Pushup,handstand_pushups_pike_push_up,2,,,,no,Vertical Push,reps,0
Handstand Pushups,handstand_pushups,Main,main,2,Box Pushup,handstand_pushups_box_push_up,3,Pike Pushup,handstand_pushups_pike_push_up,handstand_pushups_pike_push_up,no,Vertical Push,reps,1
Handstand Pushups,handstand_pushups,Main,main,3,Wall Headstand Pushup Eccentrics,handstand_pushups_wall_headstand_push_up_eccentrics,3,Box Pushup,handstand_pushups_box_push_up,handstand_pushups_box_push_up,no,Vertical Push,reps,2
Handstand Pushups,handstand_pushups,Main,main,4,Wall Headstand Pushup,handstand_pushups_wall_headstand_push_up,4,Wall Headstand Pushup Eccentrics,handstand_pushups_wall_headstand_push_up_eccentrics,handstand_pushups_wall_headstand_push_up_eccentrics,no,Vertical Push,reps,3
Handstand Pushups,handstand_pushups,Main,main,5,Wall Handstand Pushup,handstand_pushups_wall_handstand_push_up,4,Wall Headstand Pushup,handstand_pushups_wall_headstand_push_up,handstand_pushups_wall_headstand_push_up,no,Vertical Push,reps,4
Handstand Pushups,handstand_pushups,Main,main,6,Free Headstand Pushup,handstand_pushups_free_headstand_push_up,5,Wall Handstand Pushup,handstand_pushups_wall_handstand_push_up,handstand_pushups_wall_handstand_push_up,no,Vertical Push,reps,5
Handstand Pushups,handstand_pushups,Main,main,7,Free Handstand Pushup,handstand_pushups_free_handstand_push_up,5,Free Headstand Pushup,handstand_pushups_free_headstand_push_up,handstand_pushups_free_headstand_push_up,no,Vertical Push,reps,6
Dips,dips,Weighted,weighted,1,Bench Dip,dips_bench_dips,1,,,,yes,Vertical Push,reps,0
Dips,dips,Weighted,weighted,2,Dip Negatives,dips_dip_negatives,2,Bench Dip,dips_bench_dips,dips_bench_dips,yes,Vertical Push,reps,1
Dips,dips,Weighted,weighted,3,Parallel Bar Dip,dips_parallel_bar_dips,3,Dip Negatives,dips_dip_negatives,dips_dip_negatives,yes,Vertical Push,reps,2
Dips,dips,Weighted,weighted,4,1.2x Bodyweight Dips,dips_weighted_dips_120,4,Parallel Bar Dip,dips_parallel_bar_dips,dips_parallel_bar_dips,no,Vertical Push,reps,3
Dips,dips,Weighted,weighted,5,1.4x Bodyweight Dips,dips_weighted_dips_140,4,1.2x Bodyweight Dips,dips_weighted_dips_120,dips_weighted_dips_120,no,Vertical Push,reps,4
Dips,dips,Weighted,weighted,6,1.6x Bodyweight Dips,dips_weighted_dips_160,4,1.4x Bodyweight Dips,dips_weighted_dips_140,dips_weighted_dips_140,no,Vertical Push,reps,5
Dips,dips,Weighted,weighted,7,1.8x Bodyweight Dips,dips_weighted_dips_180,5,1.6x Bodyweight Dips,dips_weighted_dips_160,dips_weighted_dips_160,no,Vertical Push,reps,6
Dips,dips,Weighted,weighted,8,2.0x Bodyweight Dips,dips_weighted_dips_200,5,1.8x Bodyweight Dips,dips_weighted_dips_180,dips_weighted_dips_180,no,Vertical Push,reps,7
Dips,dips,Rings,rings,1,Bench Dip,dips_bench_dips,1,,,,yes,Vertical Push,reps,0
Dips,dips,Rings,rings,2,Dip Negatives,dips_dip_negatives,2,Bench Dip,dips_bench_dips,dips_bench_dips,yes,Vertical Push,reps,1
Dips,dips,Rings,rings,3,Parallel Bar Dip,dips_parallel_bar_dips,3,Dip Negatives,dips_dip_negatives,dips_dip_negatives,yes,Vertical Push,reps,2
Dips,dips,Rings,rings,4,Ring Dip,dips_ring_dips,4,Parallel Bar Dip,dips_parallel_bar_dips,dips_parallel_bar_dips,no,Vertical Push,reps,3
Dips,dips,Rings,rings,5,RTO Ring Dip,dips_ring_dips_rto,5,Ring Dip,dips_ring_dips,dips_ring_dips,no,Vertical Push,reps,4
Barbell Squat,barbell_squat,Main,main,1,Barbell Squat,barbell_squat_barbell_squat,3,,,,no,Squat,reps,0
Hinge,hinge,Romanian Deadlift,rdl,1,Romanian Deadlift,hinge_romanian_deadlift,2,,,,no,Hinge,reps,0
Hinge,hinge,Nordic Curl,nordic,1,Nordic Curl,hinge_nordic_nordic_curl,3,,,,no,Hinge,reps,0
Hinge,hinge,Posterior Chain,posterior_chain,1,Single Leg RDL,hinge_single_leg_rdl,2,,,,no,Hinge,reps,0
Hinge,hinge,Posterior Chain,posterior_chain,2,Nordic Curl,hinge_posterior_chain_nordic_curl,3,Single Leg RDL,hinge_single_leg_rdl,hinge_single_leg_rdl,no,Hinge,reps,1
